visit_id,member_id,cinema_id,film_id,visit_date
6818,1550,9,35,2023-12-16
6819,1778,1,25,2024-12-12
6820,1434,4,28,2025-02-02
6821,988,14,50,2025-05-04
6822,476,5,6,2023-11-01
6823,1677,12,19,2024-05-23
6824,1349,10,4,2024-08-14
6825,693,17,1,2023-08-02
6826,243,19,40,2024-02-27
6827,719,14,35,2024-07-26
6828,1075,15,14,2025-06-16
6829,229,18,17,2024-04-10
6830,1052,12,6,2025-05-03
6831,1921,8,27,2025-01-14
6832,206,7,45,2023-12-25
6833,1528,3,22,2024-03-30
6834,1396,2,30,2024-01-08
6835,297,16,44,2024-12-31
6836,1485,2,10,2024-06-30
6837,1230,12,38,2025-04-13
6838,1384,17,49,2025-06-26
6839,248,10,24,2024-08-04
6840,1974,14,26,2025-04-27
6841,280,1,24,2024-07-02
6842,852,8,14,2023-10-14
6843,898,15,16,2024-12-14
6844,1193,11,31,2025-04-10
6845,1880,2,41,2025-06-10
6846,53,17,20,2023-10-25
6847,877,13,41,2025-05-13
6848,574,1,22,2023-09-09
6849,296,16,48,2024-10-14
6850,557,18,2,2024-01-13
6851,1478,14,43,2024-06-24
6852,1436,2,17,2024-08-19
6853,1596,14,18,2024-08-26
6854,61,15,32,2024-02-03
6855,962,3,14,2025-07-02
6856,703,1,41,2025-04-15
6857,29,20,49,2024-08-25
6858,1107,14,35,2024-01-05
6859,1417,3,35,2025-04-10
6860,176,12,39,2025-04-11
6861,1330,3,33,2023-11-10
6862,1225,5,25,2024-11-25
6863,297,19,48,2023-09-10
6864,1867,15,7,2023-08-01
6865,434,7,37,2023-08-24
6866,1244,20,11,2023-12-05
6867,1827,19,35,2024-01-09
6868,799,16,20,2025-06-07
6869,379,12,4,2025-04-07
6870,299,2,20,2023-08-08
6871,1975,8,50,2024-02-17
6872,192,19,19,2024-07-02
6873,444,4,26,2024-03-19
6874,1952,13,47,2023-09-20
6875,1547,5,9,2024-12-13
6876,1308,9,33,2025-04-17
6877,303,1,40,2024-10-03
6878,1017,20,50,2025-03-17
6879,296,12,16,2023-09-21
6880,309,12,20,2025-03-17
6881,1642,7,18,2025-04-29
6882,1700,15,35,2024-07-03
6883,365,10,47,2025-04-28
6884,1799,6,48,2025-01-30
6885,1377,9,6,2024-04-01
6886,1531,1,21,2023-12-21
6887,1992,7,17,2024-09-03
6888,1618,19,47,2025-01-30
6889,1587,20,17,2025-05-07
6890,1855,18,8,2024-04-20
6891,650,8,47,2023-10-06
6892,15,11,8,2024-02-03
6893,385,17,5,2023-12-05
6894,1173,17,5,2025-05-02
6895,218,9,41,2023-08-04
6896,1202,20,49,2024-08-20
6897,836,17,13,2023-10-21
6898,1785,16,15,2023-09-12
6899,1357,3,10,2024-04-02
6900,285,6,26,2023-10-15
6901,1627,6,20,2023-07-25
6902,613,16,14,2024-07-12
6903,913,18,46,2024-06-26
6904,1045,12,45,2024-03-29
6905,58,7,14,2024-08-13
6906,1488,20,44,2024-09-28
6907,296,20,30,2025-04-05
6908,1017,18,50,2024-11-11
6909,1453,10,7,2023-12-14
6910,1937,5,38,2023-10-28
6911,372,6,8,2023-08-09
6912,1764,17,10,2024-02-18
6913,1551,10,44,2024-11-19
6914,1530,5,47,2024-04-11
6915,1731,20,10,2024-10-10
6916,484,3,7,2025-04-27
6917,154,6,50,2023-09-29
6918,276,11,17,2023-09-20
6919,1219,16,17,2024-11-15
6920,1163,19,17,2023-12-18
6921,1394,19,1,2023-10-19
6922,1400,20,26,2025-05-25
6923,348,1,44,2024-03-02
6924,802,5,22,2025-06-23
6925,596,12,34,2023-12-03
6926,809,13,46,2024-05-01
6927,1199,18,23,2024-02-24
6928,1282,13,32,2025-06-22
6929,1811,18,45,2025-07-03
6930,1740,20,32,2024-05-09
6931,1653,15,21,2025-04-10
6932,875,14,9,2025-05-20
6933,1849,6,21,2025-01-09
6934,767,20,9,2024-11-06
6935,1764,5,5,2024-06-10
6936,916,8,22,2025-06-29
6937,964,13,23,2024-08-21
6938,1892,1,29,2024-12-26
6939,1730,11,40,2024-12-17
6940,1325,2,12,2025-06-02
6941,672,11,23,2024-02-04
6942,1605,18,49,2025-04-16
6943,1552,19,9,2024-04-06
6944,1002,16,37,2024-08-13
6945,1825,14,23,2025-04-01
6946,6,12,12,2023-09-06
6947,1650,17,2,2025-05-08
6948,193,12,17,2024-11-11
6949,1484,14,29,2025-02-14
6950,1199,12,39,2024-07-04
6951,337,10,26,2024-07-21
6952,1281,14,41,2023-12-02
6953,1347,4,35,2024-08-30
6954,986,13,2,2023-07-08
6955,1306,20,30,2025-04-06
6956,1953,2,5,2025-01-20
6957,378,19,49,2024-08-27
6958,1205,7,35,2024-12-19
6959,1829,5,25,2024-10-23
6960,1677,12,44,2025-04-19
6961,1849,10,30,2025-04-10
6962,456,11,35,2025-03-18
6963,1826,14,30,2025-04-26
6964,1787,20,41,2024-12-23
6965,486,11,50,2025-01-22
6966,1995,11,47,2024-02-17
6967,1216,7,36,2024-10-15
6968,527,10,50,2025-03-25
6969,694,5,32,2024-08-15
6970,126,20,37,2023-09-01
6971,728,2,45,2024-08-15
6972,793,8,26,2024-10-29
6973,991,9,24,2024-04-14
6974,1832,17,16,2025-01-06
6975,288,10,13,2023-10-18
6976,46,11,17,2024-10-16
6977,1521,12,27,2025-05-19
6978,1855,4,36,2024-07-21
6979,894,8,18,2024-08-01
6980,161,18,1,2025-01-17
6981,636,12,6,2025-03-29
6982,1010,13,10,2025-01-10
6983,310,4,18,2023-10-25
6984,1192,15,11,2025-06-30
6985,1724,13,30,2024-08-24
6986,1689,17,31,2024-02-28
6987,335,13,7,2023-10-29
6988,1069,14,14,2024-11-07
6989,1156,3,15,2023-08-24
6990,71,14,33,2025-03-01
6991,1547,4,16,2025-05-16
6992,1921,6,7,2023-07-27
6993,465,18,21,2025-05-14
6994,336,10,45,2023-07-17
6995,995,4,44,2024-11-06
6996,977,11,19,2025-01-22
6997,1333,14,48,2024-06-13
6998,889,17,49,2024-03-31
6999,251,15,27,2024-07-20
7000,1896,15,30,2023-07-27
7001,395,1,32,2024-05-18
7002,1068,9,11,2024-01-25
7003,1640,11,20,2024-01-20
7004,1986,11,39,2025-04-05
7005,1052,6,31,2024-01-25
7006,1534,13,2,2024-02-22
7007,417,8,42,2025-02-17
7008,1060,15,41,2024-11-23
7009,924,11,35,2025-05-10
7010,1606,9,48,2024-10-25
7011,159,4,41,2024-06-17
7012,734,2,27,2025-03-08
7013,1881,15,16,2024-07-23
7014,218,10,28,2024-06-30
7015,1918,8,48,2024-08-03
7016,523,15,16,2024-04-02
7017,1353,18,9,2024-10-28
7018,1207,7,19,2024-12-21
7019,1253,20,11,2025-03-19
7020,1686,15,30,2024-11-26
7021,1112,14,3,2025-02-03
7022,1091,1,46,2023-11-06
7023,1306,19,12,2023-10-22
7024,1909,8,1,2023-12-28
7025,1275,14,29,2025-03-25
7026,1637,15,23,2024-09-30
7027,256,6,25,2024-09-25
7028,323,8,50,2024-01-03
7029,467,4,15,2025-06-02
7030,248,8,47,2024-01-26
7031,694,19,28,2024-09-20
7032,1088,8,40,2024-04-25
7033,327,5,25,2024-02-01
7034,1408,1,40,2024-05-15
7035,1703,14,46,2024-09-03
7036,978,10,21,2025-03-06
7037,1184,10,40,2024-07-05
7038,1041,17,46,2023-07-21
7039,551,17,17,2024-06-29
7040,1580,9,30,2023-07-15
7041,1085,13,2,2024-05-27
7042,692,19,32,2024-08-02
7043,1550,16,26,2025-06-30
7044,1424,3,45,2024-06-23
7045,781,12,43,2024-10-19
7046,1326,13,5,2023-10-17
7047,1640,4,45,2024-05-13
7048,47,13,15,2023-10-01
7049,444,5,8,2025-03-20
7050,310,3,47,2023-12-13
7051,1920,16,26,2024-09-23
7052,183,10,8,2023-10-31
7053,1729,8,9,2023-08-09
7054,316,9,20,2024-01-24
7055,224,8,35,2024-07-12
7056,302,8,47,2025-03-24
7057,1800,1,5,2024-11-01
7058,1460,8,47,2025-07-07
7059,1482,7,15,2025-01-29
7060,440,6,41,2023-07-31
7061,1467,12,41,2025-02-11
7062,559,17,26,2023-08-31
7063,345,7,32,2024-04-10
7064,1526,5,32,2023-10-12
7065,771,4,36,2024-04-05
7066,874,4,2,2025-03-05
7067,742,14,27,2024-12-11
7068,324,8,36,2024-12-06
7069,1634,15,16,2025-02-17
7070,1606,13,44,2024-08-07
7071,22,18,44,2024-04-28
7072,292,20,16,2024-08-15
7073,1002,8,32,2025-04-21
7074,548,3,43,2025-03-24
7075,315,15,49,2023-07-18
7076,677,10,44,2024-09-13
7077,1079,17,27,2023-08-07
7078,340,14,49,2024-08-06
7079,1991,6,26,2024-05-25
7080,491,12,47,2024-04-28
7081,1818,5,6,2025-01-30
7082,275,17,46,2023-07-25
7083,1605,17,34,2025-01-23
7084,284,9,15,2025-05-11
7085,852,9,30,2023-11-15
7086,1735,8,25,2024-07-14
7087,1440,12,3,2024-01-19
7088,893,1,21,2023-07-27
7089,1437,7,21,2025-05-24
7090,504,14,4,2024-12-31
7091,235,1,17,2024-12-15
7092,829,16,1,2024-08-11
7093,302,2,18,2025-05-03
7094,663,7,7,2025-06-04
7095,1619,4,17,2025-01-17
7096,853,13,17,2024-03-06
7097,1110,5,20,2024-05-22
7098,1818,11,12,2025-04-24
7099,1511,3,9,2024-10-17
7100,1183,13,15,2023-11-09
7101,1465,3,44,2024-05-28
7102,1571,4,15,2024-07-02
7103,218,14,19,2023-12-25
7104,1572,10,24,2024-05-17
7105,653,2,30,2025-05-28
7106,1546,16,5,2024-03-27
7107,884,2,2,2023-10-09
7108,1341,14,34,2023-09-13
7109,1141,8,34,2023-09-23
7110,1192,2,29,2024-08-15
7111,1577,18,37,2024-07-27
7112,44,5,42,2024-08-15
7113,1339,11,12,2025-06-18
7114,54,11,44,2023-11-14
7115,1195,3,19,2024-05-10
7116,1294,5,30,2025-04-19
7117,1765,8,19,2023-10-31
7118,1983,10,47,2025-02-22
7119,1457,5,27,2024-07-03
7120,773,8,12,2024-11-27
7121,938,12,33,2024-07-20
7122,79,4,29,2025-05-31
7123,687,4,40,2023-11-08
7124,126,2,7,2025-05-20
7125,798,18,26,2024-04-21
7126,1743,8,16,2024-12-08
7127,1679,11,8,2025-02-19
7128,1822,17,11,2025-04-27
7129,648,4,46,2024-03-19
7130,1101,2,1,2025-01-09
7131,1841,2,47,2024-01-11
7132,1176,18,37,2024-12-28
7133,1349,15,28,2024-08-10
7134,1657,4,43,2024-09-09
7135,1227,7,15,2024-02-06
7136,365,1,34,2023-11-12
7137,135,11,10,2024-08-26
7138,1649,11,49,2025-02-04
7139,1697,16,17,2024-12-22
7140,345,19,2,2025-04-22
7141,802,2,32,2024-11-25
7142,263,4,2,2024-03-03
7143,549,12,27,2023-07-08
7144,1798,12,41,2025-03-26
7145,327,9,45,2025-01-03
7146,627,7,18,2024-10-30
7147,1122,13,33,2025-02-12
7148,412,10,42,2024-06-07
7149,146,1,2,2025-06-13
7150,783,2,34,2023-09-10
7151,298,4,31,2025-06-03
7152,13,6,16,2025-06-21
7153,1488,20,19,2024-12-12
7154,1969,8,48,2024-03-17
7155,92,7,4,2024-06-30
7156,693,18,30,2024-11-24
7157,1793,15,35,2024-09-08
7158,1718,15,16,2023-10-10
7159,896,4,31,2024-12-13
7160,1325,18,27,2023-09-03
7161,333,4,42,2024-03-01
7162,906,19,28,2024-02-27
7163,888,8,30,2024-07-23
7164,971,17,26,2025-01-27
7165,1903,8,42,2023-11-14
7166,1247,7,20,2025-02-08
7167,1775,3,22,2023-07-26
7168,1603,18,23,2024-01-30
7169,1666,13,12,2024-07-22
7170,991,8,24,2024-10-13
7171,811,7,30,2024-11-03
7172,767,3,44,2023-12-06
7173,1666,20,6,2024-06-20
7174,1974,16,1,2024-02-16
7175,1354,14,33,2024-08-25
7176,1102,2,16,2025-03-13
7177,1267,11,39,2024-07-31
7178,154,5,38,2023-10-12
7179,1933,20,24,2024-03-30
7180,640,11,13,2025-02-04
7181,190,5,9,2024-04-09
7182,1297,18,38,2023-10-16
7183,647,13,40,2024-01-02
7184,190,19,7,2024-10-17
7185,1653,12,42,2025-04-07
7186,1823,15,31,2024-07-03
7187,665,10,18,2024-12-04
7188,938,18,49,2024-02-14
7189,1053,6,22,2023-10-24
7190,454,7,11,2023-09-23
7191,1022,9,26,2024-04-14
7192,660,15,44,2024-05-16
7193,1160,13,15,2024-08-05
7194,1784,13,12,2025-04-11
7195,1583,9,44,2023-07-13
7196,327,11,22,2025-05-06
7197,435,5,41,2024-10-03
7198,1979,3,30,2024-10-26
7199,78,17,50,2024-09-10
7200,36,20,17,2023-07-12
7201,847,4,45,2024-08-17
7202,1303,12,31,2024-04-25
7203,1468,8,8,2025-06-11
7204,1104,5,37,2024-05-28
7205,1524,7,39,2023-11-08
7206,1694,12,39,2024-05-26
7207,355,11,32,2023-09-29
7208,718,12,36,2025-04-07
7209,911,3,45,2024-12-18
7210,965,9,14,2025-01-31
7211,767,15,2,2025-02-25
7212,1207,6,32,2024-06-05
7213,919,20,24,2024-05-27
7214,1404,12,6,2025-05-11
7215,471,6,21,2024-10-20
7216,746,2,42,2024-05-22
7217,655,4,29,2023-12-20
7218,888,5,9,2024-08-02
7219,351,6,19,2023-11-17
7220,25,12,34,2024-10-05
7221,879,16,49,2024-07-28
7222,1373,17,22,2023-09-30
7223,441,16,16,2024-11-20
7224,171,8,17,2024-08-07
7225,1073,7,37,2024-10-23
7226,797,20,46,2024-03-23
7227,1333,14,30,2023-10-11
7228,1886,12,47,2023-07-11
7229,593,20,29,2025-06-19
7230,106,1,24,2023-12-29
7231,672,2,50,2023-11-07
7232,1490,2,43,2025-01-02
7233,1245,18,45,2023-09-29
7234,92,3,38,2025-05-23
7235,1620,2,8,2025-06-24
7236,1834,18,35,2024-07-08
7237,1442,10,13,2024-10-03
7238,1364,12,40,2024-04-01
7239,822,19,17,2023-11-29
7240,968,19,32,2024-02-15
7241,193,13,27,2023-07-16
7242,689,16,18,2024-08-01
7243,969,16,27,2023-10-04
7244,1020,1,12,2025-05-04
7245,1053,5,10,2024-05-20
7246,858,17,39,2023-09-15
7247,674,19,18,2024-03-12
7248,1293,2,17,2024-09-12
7249,37,6,38,2025-06-13
7250,1835,2,2,2024-03-09
7251,1447,4,36,2024-07-05
7252,217,10,42,2024-08-25
7253,250,9,44,2023-08-18
7254,1444,18,5,2024-08-15
7255,598,18,47,2024-05-08
7256,912,15,44,2024-06-22
7257,1887,9,37,2023-08-06
7258,1478,14,44,2023-07-20
7259,964,4,27,2025-01-25
7260,1579,15,18,2023-11-13
7261,68,6,5,2024-07-25
7262,1781,19,32,2025-05-30
7263,1730,6,32,2025-05-06
7264,1512,13,10,2024-11-10
7265,955,10,6,2025-06-05
7266,1592,6,44,2024-11-16
7267,1921,15,20,2024-09-20
7268,1598,11,16,2023-09-19
7269,1105,15,7,2023-11-27
7270,1246,7,45,2023-08-09
7271,513,18,42,2025-04-25
7272,1828,12,19,2024-06-24
7273,294,2,31,2024-02-25
7274,923,9,20,2025-07-02
7275,1944,4,24,2024-12-19
7276,138,9,35,2023-09-11
7277,914,15,50,2024-05-22
7278,98,5,4,2025-01-19
7279,518,6,29,2025-05-17
7280,1252,6,15,2025-01-09
7281,640,13,24,2024-03-12
7282,203,8,45,2024-11-15
7283,467,14,33,2023-12-16
7284,1570,2,15,2024-10-03
7285,980,2,23,2023-11-08
7286,1268,8,3,2025-04-22
7287,1948,2,18,2024-02-15
7288,853,6,4,2024-04-23
7289,989,19,6,2024-09-09
7290,533,14,18,2024-09-16
7291,829,16,33,2023-10-27
7292,1575,20,50,2025-03-28
7293,1110,8,12,2023-11-06
7294,903,20,16,2024-01-09
7295,369,12,43,2023-08-04
7296,45,6,32,2024-02-04
7297,516,5,49,2024-05-15
7298,803,17,2,2025-03-23
7299,1117,19,23,2025-01-16
7300,942,18,1,2024-10-11
7301,410,6,43,2024-06-28
7302,656,18,37,2023-08-05
7303,1391,19,19,2024-02-12
7304,1322,9,48,2025-03-02
7305,686,8,33,2023-09-05
7306,246,1,17,2024-02-17
7307,283,16,6,2025-02-09
7308,1445,7,33,2023-08-10
7309,416,15,47,2024-04-03
7310,270,10,41,2024-04-25
7311,703,2,7,2024-10-23
7312,502,5,8,2024-02-06
7313,701,9,40,2023-08-15
7314,310,11,29,2024-07-30
7315,513,3,6,2024-09-12
7316,1636,19,1,2024-12-05
7317,1483,12,8,2025-04-18
7318,258,7,13,2024-07-02
7319,732,14,26,2024-09-16
7320,862,11,4,2023-12-21
7321,15,15,20,2024-11-02
7322,554,12,35,2025-03-13
7323,579,6,19,2024-04-06
7324,1332,14,11,2023-09-23
7325,508,18,2,2024-12-28
7326,1566,5,36,2024-09-14
7327,113,16,48,2024-05-26
7328,274,11,30,2025-01-24
7329,1670,14,50,2024-04-23
7330,321,3,36,2024-07-04
7331,1180,8,5,2025-02-19
7332,1600,18,47,2024-07-30
7333,1666,6,50,2024-03-02
7334,1474,1,28,2024-05-24
7335,513,16,15,2025-06-30
7336,132,6,29,2025-03-22
7337,1061,15,12,2025-05-16
7338,1706,16,44,2024-05-19
7339,322,2,43,2024-06-01
7340,404,7,12,2025-01-06
7341,1080,4,10,2024-12-10
7342,1818,19,23,2024-07-11
7343,1527,10,20,2024-06-15
7344,476,5,25,2024-06-07
7345,941,11,10,2025-06-11
7346,1904,11,7,2023-08-19
7347,1744,10,41,2024-05-04
7348,830,14,18,2023-10-10
7349,386,13,12,2024-05-31
7350,246,20,25,2023-10-03
7351,833,8,36,2025-04-02
7352,1561,12,20,2024-01-13
7353,667,19,34,2024-05-23
7354,574,8,42,2024-06-09
7355,250,3,3,2024-06-20
7356,1126,5,19,2025-06-26
7357,972,8,37,2024-09-15
7358,186,3,8,2023-08-17
7359,1952,15,26,2024-02-08
7360,1540,18,10,2023-10-11
7361,125,3,37,2023-12-02
7362,1569,19,46,2025-02-19
7363,780,9,41,2025-01-12
7364,582,15,27,2023-09-18
7365,1184,20,1,2023-12-07
7366,1690,14,48,2024-07-27
7367,1656,14,46,2025-01-11
7368,1649,6,2,2024-02-07
7369,1752,13,12,2025-03-29
7370,1303,2,8,2024-10-24
7371,1821,18,50,2025-05-08
7372,509,9,32,2023-12-04
7373,462,20,12,2023-12-15
7374,232,13,9,2024-06-14
7375,1274,12,24,2025-03-21
7376,689,17,43,2024-08-12
7377,1159,11,28,2025-02-08
7378,784,7,35,2025-04-30
7379,394,15,1,2024-12-22
7380,1029,8,27,2024-01-02
7381,282,3,9,2024-07-01
7382,45,10,24,2024-05-31
7383,259,6,41,2023-07-11
7384,1591,4,44,2023-09-06
7385,1568,17,22,2024-02-14
7386,278,14,48,2024-02-07
7387,803,20,44,2024-07-25
7388,1247,10,35,2024-01-04
7389,827,2,50,2023-12-11
7390,1297,2,29,2023-12-22
7391,424,18,47,2025-05-25
7392,1959,4,1,2025-06-27
7393,1795,16,40,2024-10-15
7394,386,6,25,2023-09-22
7395,1240,8,4,2023-07-30
7396,1120,19,42,2024-02-27
7397,164,4,12,2024-09-04
7398,1435,19,29,2023-11-08
7399,787,19,50,2024-08-24
7400,1113,8,14,2024-11-14
7401,167,9,5,2025-01-21
7402,1770,17,28,2024-07-25
7403,1159,2,47,2025-05-24
7404,210,20,15,2023-09-24
7405,1044,7,10,2023-10-17
7406,598,19,13,2024-08-18
7407,462,11,38,2025-06-17
7408,459,14,27,2025-06-18
7409,743,20,2,2024-06-03
7410,651,20,26,2024-03-15
7411,618,9,9,2024-10-14
7412,1246,4,25,2025-03-21
7413,1686,10,2,2023-10-13
7414,253,18,50,2024-02-09
7415,918,19,42,2024-10-19
7416,1209,8,42,2023-11-13
7417,1692,15,3,2023-08-19
7418,1354,13,30,2024-04-21
7419,1050,4,47,2025-02-08
7420,570,8,12,2024-01-18
7421,1125,6,5,2024-09-02
7422,698,12,48,2023-09-15
7423,1886,1,40,2025-05-17
7424,1995,9,42,2024-07-06
7425,1371,16,20,2024-02-24
7426,1783,11,44,2025-01-05
7427,1048,3,47,2024-12-26
7428,574,19,12,2024-04-21
7429,881,9,11,2025-06-14
7430,471,1,47,2024-02-27
7431,700,3,26,2024-07-31
7432,956,19,2,2024-08-27
7433,1971,17,49,2024-06-04
7434,1434,6,19,2024-12-07
7435,922,16,20,2024-08-04
7436,1482,6,16,2025-03-31
7437,1968,7,43,2024-04-11
7438,1220,11,15,2024-07-24
7439,1804,12,21,2024-09-22
7440,1381,4,30,2024-12-31
7441,69,19,38,2024-07-28
7442,59,2,9,2024-04-20
7443,490,3,12,2025-05-01
7444,1288,20,43,2025-04-19
7445,92,6,34,2024-01-21
7446,295,1,14,2024-01-19
7447,494,15,40,2024-01-15
7448,1216,5,17,2025-01-19
7449,1107,11,4,2025-04-14
7450,356,6,5,2024-09-24
7451,261,3,39,2024-11-29
7452,371,8,45,2024-07-18
7453,665,18,22,2024-05-06
7454,1453,19,38,2024-03-18
7455,1867,3,28,2024-01-27
7456,1005,4,23,2023-07-17
7457,1632,19,1,2024-09-09
7458,1534,7,48,2023-12-01
7459,1791,10,9,2023-12-10
7460,1511,4,14,2023-12-30
7461,245,7,3,2024-09-17
7462,652,5,23,2024-12-01
7463,874,5,25,2025-02-16
7464,193,4,15,2024-05-07
7465,1028,15,3,2023-12-03
7466,1204,6,38,2024-12-10
7467,1187,4,7,2023-10-31
7468,1225,19,50,2025-03-19
7469,144,19,39,2023-11-24
7470,410,16,42,2024-09-05
7471,533,12,8,2024-04-13
7472,1007,20,26,2024-10-13
7473,489,9,2,2023-12-23
7474,1865,4,26,2023-09-15
7475,1550,3,37,2024-01-06
7476,904,19,47,2023-11-04
7477,1031,7,8,2025-04-24
7478,408,4,10,2023-07-23
7479,992,19,46,2024-09-25
7480,1631,12,33,2023-08-22
7481,13,14,16,2024-03-27
7482,1404,9,6,2024-12-23
7483,1652,15,15,2024-11-02
7484,66,2,36,2025-04-26
7485,746,8,5,2023-12-16
7486,913,7,28,2024-08-04
7487,990,15,45,2024-11-09
7488,1537,11,32,2024-09-05
7489,1660,3,5,2025-06-05
7490,795,4,1,2024-06-19
7491,1124,10,23,2025-05-20
7492,1985,16,8,2023-10-30
7493,1780,14,17,2025-03-18
7494,128,11,5,2024-11-12
7495,1889,9,39,2024-09-23
7496,1100,19,12,2024-09-20
7497,917,9,49,2024-06-20
7498,1086,11,16,2024-02-06
7499,837,16,48,2025-06-30
7500,1932,10,13,2024-01-31
7501,1750,2,9,2024-10-27
7502,1783,4,39,2023-12-22
7503,844,16,42,2024-01-15
7504,1144,11,33,2024-03-16
7505,1631,20,32,2023-08-10
7506,428,9,20,2025-03-29
7507,386,10,13,2024-03-25
7508,458,20,24,2024-07-24
7509,1349,4,6,2025-02-19
7510,1635,15,41,2024-11-23
7511,409,14,15,2025-06-26
7512,1099,9,42,2023-07-30
7513,1152,7,1,2023-07-26
7514,683,4,29,2023-08-06
7515,150,2,2,2024-05-31
7516,1315,18,20,2023-09-01
7517,1657,9,11,2023-12-14
7518,1879,3,7,2023-11-16
7519,1228,13,49,2023-08-21
7520,1713,13,43,2023-10-22
7521,896,18,26,2023-10-28
7522,205,4,1,2024-07-05
7523,1860,13,16,2025-04-03
7524,1277,17,22,2023-11-01
7525,154,16,46,2024-10-25
7526,847,11,27,2024-05-03
7527,492,19,36,2023-11-07
7528,1573,16,35,2024-04-04
7529,899,20,40,2023-07-13
7530,81,17,3,2024-12-18
7531,970,6,39,2024-09-07
7532,1890,17,49,2024-02-18
7533,1630,6,45,2025-05-05
7534,36,11,17,2024-09-23
7535,1906,11,33,2024-08-02
7536,382,9,2,2025-05-29
7537,1844,1,39,2023-11-02
7538,1424,3,45,2025-06-26
7539,553,19,9,2023-10-22
7540,1752,8,13,2025-01-21
7541,1748,19,36,2023-11-23
7542,698,4,14,2024-07-12
7543,1387,9,25,2023-07-08
7544,454,4,37,2024-08-14
7545,1225,13,22,2025-04-04
7546,166,20,35,2025-06-26
7547,695,19,7,2025-01-13
7548,1028,8,23,2025-07-06
7549,1303,16,6,2024-04-17
7550,1306,8,10,2024-12-08
7551,1311,13,47,2024-05-08
7552,925,15,2,2023-09-12
7553,1779,18,8,2023-07-30
7554,488,16,39,2024-05-30
7555,710,6,4,2024-07-22
7556,594,2,20,2023-09-24
7557,131,2,40,2024-02-23
7558,858,10,12,2023-12-18
7559,1715,16,43,2023-08-04
7560,747,19,12,2023-10-03
7561,1743,2,9,2023-09-19
7562,1116,1,49,2024-03-21
7563,1142,16,28,2024-08-30
7564,703,20,9,2024-11-02
7565,1536,10,37,2023-08-12
7566,1810,4,6,2023-10-20
7567,1575,15,5,2024-07-13
7568,1085,16,19,2024-08-25
7569,1674,1,35,2023-11-06
7570,911,8,40,2024-12-22
7571,145,1,49,2024-11-11
7572,314,2,48,2024-10-07
7573,174,17,39,2024-02-07
7574,1524,18,49,2024-10-18
7575,27,6,22,2024-01-22
7576,1028,9,13,2025-03-15
7577,1488,4,28,2024-06-29
7578,1540,19,8,2023-11-21
7579,1043,10,31,2023-08-09
7580,235,9,18,2024-05-28
7581,274,2,43,2023-12-21
7582,394,4,3,2023-12-08
7583,111,7,48,2025-06-06
7584,1203,8,28,2024-03-20
7585,1864,11,26,2024-10-05
7586,1803,11,43,2025-03-14
7587,861,18,32,2023-12-08
7588,604,14,24,2024-06-29
7589,129,9,42,2024-10-12
7590,1038,5,38,2024-12-31
7591,1944,17,39,2024-08-01
7592,847,12,31,2023-09-08
7593,1799,19,48,2025-04-06
7594,1049,5,44,2024-09-05
7595,1864,15,34,2025-04-20
7596,520,12,36,2024-12-22
7597,1699,17,43,2023-12-23
7598,1156,2,10,2024-10-20
7599,1206,7,22,2025-03-21
7600,1191,3,18,2024-12-28
7601,1880,11,49,2024-03-15
7602,1410,4,50,2024-08-16
7603,1121,8,47,2023-11-22
7604,1718,2,40,2023-11-11
7605,681,13,44,2024-10-16
7606,1712,16,12,2023-11-08
7607,432,13,25,2025-01-05
7608,726,17,23,2025-02-20
7609,1007,17,45,2024-03-28
7610,1948,10,19,2024-11-18
7611,1705,8,47,2025-05-11
7612,1910,1,39,2024-03-24
7613,1725,13,49,2024-05-30
7614,1318,20,50,2024-03-23
7615,1225,8,27,2024-01-02
7616,380,13,39,2024-12-29
7617,1425,14,42,2024-12-21
7618,1885,10,38,2024-04-20
7619,1098,9,48,2024-10-11
7620,121,13,2,2024-07-10
7621,1415,17,5,2024-10-25
7622,261,10,13,2024-05-22
7623,1213,10,25,2024-08-02
7624,1965,20,29,2024-10-12
7625,1387,20,7,2023-11-24
7626,501,20,23,2025-04-30
7627,749,17,22,2024-10-22
7628,1926,18,47,2024-01-13
7629,1095,2,48,2023-07-28
7630,934,3,23,2024-06-23
7631,1680,6,45,2025-06-04
7632,693,9,38,2023-12-20
7633,1739,11,17,2024-12-25
7634,150,2,23,2025-04-16
7635,312,3,17,2024-07-01
7636,893,19,31,2023-12-30
7637,1650,15,40,2025-06-28
7638,575,12,40,2024-08-25
7639,1529,13,23,2023-11-28
7640,909,17,49,2023-07-10
7641,425,15,27,2023-07-17
7642,769,19,38,2024-07-13
7643,777,1,19,2024-04-28
7644,1123,7,33,2025-03-17
7645,1416,1,48,2023-11-11
7646,1562,16,1,2023-11-10
7647,610,19,32,2023-07-08
7648,685,10,4,2024-08-23
7649,1669,12,5,2024-12-14
7650,1138,14,15,2024-05-31
7651,1490,5,9,2024-05-31
7652,697,11,14,2024-06-15
7653,1023,4,1,2024-05-12
7654,1016,16,46,2025-05-27
7655,367,5,18,2023-09-26
7656,1397,11,24,2023-11-06
7657,1727,10,37,2025-06-11
7658,641,13,35,2024-09-26
7659,16,20,3,2025-05-10
7660,734,14,14,2024-06-08
7661,1413,1,10,2025-03-31
7662,630,13,6,2024-02-02
7663,309,14,41,2023-12-05
